"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NGERDUS","197902","1.591","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197903","1.63","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197904","1.637","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197905","1.77","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197906","1.787","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197907","1.781","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197908","1.801","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197909","1.823","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197910","1.881","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197911","1.802","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197912","1.83","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","197913","1.749","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198001","1.937","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198002","2.034","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198003","2.065","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198004","2.025","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198005","2.103","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198006","2.082","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198007","2.281","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198008","2.364","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198009","2.364","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198010","2.43","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198011","2.294","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198012","2.242","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198013","2.199","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198101","2.434","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198102","2.579","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198103","2.625","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198104","2.716","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198105","2.819","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198106","2.852","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198107","2.87","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198108","2.891","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198109","2.858","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198110","2.977","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198111","2.974","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198112","2.875","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198113","2.805","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198201","2.974","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198202","3.078","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198203","3.142","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198204","3.207","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198205","3.276","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198206","3.418","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198207","3.533","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198208","3.534","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198209","3.547","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198210","3.559","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198211","3.498","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198212","3.525","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198213","3.376","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198301","3.471","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198302","3.319","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198303","3.361","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198304","3.261","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198305","3.443","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198306","3.472","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198307","3.611","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198308","3.632","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198309","3.581","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198310","3.501","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198311","3.405","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198312","3.387","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198313","3.474","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198401","3.437","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198402","3.475","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198403","3.398","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198404","3.444","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198405","3.604","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198406","3.609","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198407","3.731","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198408","3.656","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198409","3.68","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198410","3.614","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198411","3.572","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198412","3.554","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198413","3.603","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198501","3.644","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198502","3.581","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198503","3.649","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198504","3.616","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198505","3.461","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198506","3.448","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198507","3.44","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198508","3.348","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198509","3.287","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198510","3.304","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198511","3.293","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198512","3.209","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198513","3.444","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198601","3.147","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198602","2.823","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198603","2.569","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198604","2.391","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198605","2.36","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198606","2.215","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198607","2.168","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198608","2.194","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198609","2.168","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198610","2.139","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198611","2.18","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198612","2.307","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198613","2.351","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198701","2.334","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198702","2.368","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198703","2.299","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198704","2.292","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198705","2.217","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198706","2.204","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198707","2.226","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198708","2.171","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198709","2.105","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198710","2.179","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198711","2.21","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198712","2.443","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198713","2.24","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198801","2.504","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198802","2.477","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198803","2.254","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198804","2.128","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198805","2.033","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198806","2.092","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198807","2.16","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198808","2.291","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198809","2.28","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198810","2.322","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198811","2.483","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198812","2.503","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198813","2.263","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198901","2.575","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198902","2.372","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198903","2.257","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198904","2.246","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198905","2.32","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198906","2.321","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198907","2.333","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198908","2.306","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198909","2.254","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198910","2.316","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198911","2.481","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198912","2.754","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","198913","2.355","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199001","2.938","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199002","2.693","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199003","2.31","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199004","2.217","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199005","2.125","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199006","2.093","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199007","2.146","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199008","2.159","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199009","2.143","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199010","2.368","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199011","2.719","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199012","2.831","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199013","2.321","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199101","2.671","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199102","2.348","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199103","2.2","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199104","2.067","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199105","1.982","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199106","1.912","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199107","1.846","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199108","1.927","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199109","2.154","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199110","2.31","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199111","2.407","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199112","2.62","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199113","2.153","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199201","2.471","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199202","2.017","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199203","1.968","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199204","2.026","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199205","2.078","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199206","2.136","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199207","2.089","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199208","2.373","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199209","2.463","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199210","2.979","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199211","2.826","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199212","2.765","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199213","2.328","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199301","2.673","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199302","2.507","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199303","2.567","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199304","2.689","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199305","2.863","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199306","2.432","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199307","2.409","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199308","2.526","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199309","2.636","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199310","2.413","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199311","2.54","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199312","2.724","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199313","2.56","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199401","2.615","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199402","2.735","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199403","2.615","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199404","2.382","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199405","2.406","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199406","2.192","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199407","2.219","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199408","2.103","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199409","1.957","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199410","1.916","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199411","2.068","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199412","2.139","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199413","2.23","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199501","2.092","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199502","1.971","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199503","1.89","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199504","1.945","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199505","2.021","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199506","2.028","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199507","1.861","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199508","1.794","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199509","1.895","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199510","2.041","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199511","2.189","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199512","2.553","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199513","1.984","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199601","2.81","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199602","2.947","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199603","2.684","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199604","2.646","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199605","2.476","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199606","2.551","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199607","2.639","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199608","2.507","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"NGERDUS","199609","2.191","6","Cost of Natural Gas Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
